id,name,price,wprice
13299,Recipe: Transmute Elemental Fire,2.5,1.875
13300,Prospector Anvilward's Head,67.25,50.4375
13301,Incriminating Documents,75.33,56.4975
13302,Slimy Bag,127.5,95.625
13303,Scum Covered Bag,19.83,14.8725
13304,Oozing Bag,52.14,39.105
13305,Disgusting Oozeling,8.33,6.2475
13306,Tainted Soil Sample,36,27
13307,Springpaw Pelt,16.33,12.2475
13308,Lynx Collar,122.75,92.0625
13309,Felendren's Head,319,239.25
13310,Cenarion Logistics Badge,15.25,11.4375
13311,Cenarion Tactical Badge,38,28.5
13312,Cenarion Combat Badge,21.14,15.855
13313,Twilight Battle Orders,63.86,47.895
13314,Erona's Package,20,15
13315,Followup Logistics Assignment,17.5,13.125
13316,Logistics Task Briefing X,27.5,20.625
13317,Logistics Task Briefing I,38.17,28.6275
13318,Combat Assignment,10.5,7.875
13319,Tactical Assignment,50.33,37.7475
13320,Signed Field Duty Papers,27.9,20.925
13321,Jeweler's Kit,57.67,43.2525
13322,Delicate Copper Wire,53.5,40.125
13323,Bronze Setting,4.22,3.165
13324,Elegant Silver Ring,22.3,16.725
13325,Cut Malachite,22.6,16.95
13326,Simple Pearl Ring,481,360.75
13327,Inlaid Malachite Ring,48,36
13328,Cut Tigerseye,61.13,45.8475
13329,Gloom Band,7.83,5.8725
13330,Heavy Silver Ring,3.22,2.415
13331,Ring of Silver Might,117,87.75
13332,Ring of Twilight Shadows,12.67,9.5025
13333,Amulet of the Moon,16.14,12.105
13334,Heavy Golden Necklace of Battle,4.1,3.075
13335,Moonsoul Crown,36.6,27.45
13336,Wicked Moonstone Ring,48.71,36.5325
13337,Sunstrider Sword,88,66
13338,Sunstrider Dagger,8.56,6.42
13339,Sunstrider Axe,47.6,35.7
13340,Sunstrider Bow,10.5,7.875
13341,Sunstrider Staff,38.9,29.175
13342,Sunstrider Mace,149,111.75
13343,Sunstrider Shield,55,41.25
13344,Arcane Forged Shortsword,22,16.5
13345,Arcane Forged Axe,234,175.5
13346,Arcane Forged Mace,70.86,53.145
13347,Arcane Forged Dirk,341,255.75
13348,Mana Gathering Staff,40.78,30.585
13349,Design: Amulet of the Moon,76,57
13350,Design: Wicked Moonstone Ring,30.13,22.5975
13351,Design: Heavy Golden Necklace of Battle,1.75,1.3125
13352,Honey Bread,38.83,29.1225
13353,Stone Scarab,99.8,74.85
13354,Gold Scarab,15,11.25
13355,Silver Scarab,26.33,19.7475
13356,Bronze Scarab,110.5,82.875
13357,Crystal Scarab,45.89,34.4175
13358,Clay Scarab,82.67,62.0025
13359,Bone Scarab,14.5,10.875
13360,Ivory Scarab,49.6,37.2
13361,Azure Idol,55.5,41.625
13362,Onyx Idol,100,75
13363,Lambent Idol,115,86.25
13364,Amber Idol,20.56,15.42
13365,Jasper Idol,21.22,15.915
13366,Obsidian Idol,121.5,91.125
13367,Vermillion Idol,96.2,72.15
13368,Alabaster Idol,33.3,24.975
13369,Idol of the Sun,395,296.25
13370,Idol of Night,30.75,23.0625
13371,Idol of Death,32.2,24.15
13372,Idol of the Sage,27.25,20.4375
13373,Idol of Rebirth,43.71,32.7825
13374,Idol of Life,16,12
13375,Idol of Strife,2.29,1.7175
13376,Idol of War,36.29,27.2175
13377,Qiraji Magisterial Ring,7.75,5.8125
13378,Qiraji Martial Drape,71,53.25
13379,Qiraji Spiked Hilt,150.67,113.0025
13380,Qiraji Engraved Jewel,4.43,3.3225
13381,Qiraji Ceremonial Ring,54.38,40.785
13382,Qiraji Regal Drape,49.33,36.9975
13383,Qiraji Ornate Hilt,62.5,46.875
13384,Neophyte's Robe,44.5,33.375
13385,Acolyte's Robe,88.67,66.5025
13386,Apprentice's Robe,50.67,38.0025
13387,Apprentice's Pants,7.33,5.4975
13388,Apprentice's Boots,39.9,29.925
13389,Lookout's Pants,33.9,25.425
13390,Lookout's Tunic,212.5,159.375
13391,Lookout's Shoes,17.13,12.8475
13392,Warder's Pants,6.33,4.7475
13393,Warder's Boots,9,6.75
13394,Warder's Shirt,36.25,27.1875
13395,Recruit's Pants,218.5,163.875
13396,Recruit's Boots,42.83,32.1225
13397,Recruit's Tunic,69.6,52.2
13398,Braided Copper Ring,11.8,8.85
13399,Solid Bronze Ring,60.5,45.375
13400,Barbaric Iron Collar,193,144.75
13401,Stiff Shortbow,45,33.75
13402,Light Guard,489,366.75
13403,Large Shield,22.5,16.875
13404,Medium Guard,33.33,24.9975
13405,Unadorned Chain Belt,61.67,46.2525
13406,Unadorned Chain Boots,48,36
13407,Unadorned Chain Bracers,48.57,36.4275
13408,Unadorned Chain Gloves,2.17,1.6275
13409,Unadorned Chain Leggings,28.17,21.1275
13410,Unadorned Chain Vest,33.75,25.3125
13411,Sun Cured Belt,128.67,96.5025
13412,Sun Cured Boots,52.14,39.105
13413,Sun Cured Bracers,43.17,32.3775
13414,Sun Cured Gloves,113.5,85.125
13415,Sun Cured Pants,22.13,16.5975
13416,Sun Cured Vest,1.7,1.275
13417,Vek'nilash's Circlet,119,89.25
13418,Ouro's Intact Hide,151,113.25
13419,Qiraji Bindings of Command,46.9,35.175
13420,Carapace of the Old God,480,360
13421,Vek'lor's Diadem,3.75,2.8125
13422,Skin of the Great Sandworm,10.29,7.7175
13423,Qiraji Bindings of Dominance,0.78,0.585
13424,Husk of the Old God,88,66
13425,Wraith Essence,42,31.5
13426,Tainted Wraith Essence,11.71,8.7825
13427,Falconwing Square Gift Voucher,96.6,72.45
13428,Logistics Task Briefing II,57.33,42.9975
13429,Logistics Task Briefing III,20,15
13430,Combat Task Briefing XII,36.88,27.66
13431,Combat Task Briefing III,194,145.5
13432,Tactical Task Briefing X,86,64.5
13433,Tactical Task Briefing IX,48.6,36.45
13434,Tactical Task Briefing II,53.44,40.08
13435,Tactical Task Briefing IV,17.25,12.9375
13436,Tactical Task Briefing V,48.5,36.375
13437,Magical Ledger,19.67,14.7525
13438,Pendant of the Agate Shield,139,104.25
13439,Narain's Scrying Goggles,58,43.5
13440,Cut Jade,128.33,96.2475
13441,Heavy Iron Knuckles,314,235.5
13442,Golden Dragon Ring,47.67,35.7525
13443,Silver Rose Pendant,18.4,13.8
13444,Cut Citrine,34.6,25.95
13445,Blazing Citrine Ring,32.6,24.45
13446,The Jade Eye,23.67,17.7525
13447,Engraved Truesilver Ring,61.38,46.035
13448,Citrine Ring of Rapid Healing,42.67,32.0025
13449,Mithril Filigree,23.14,17.355
13450,Aquamarine Signet,186,139.5
13451,Jade Pendant of Blasting,67,50.25
13452,Citrine Pendant of Golden Healing,43,32.25
13453,Ruby Crown of Restoration,248.5,186.375
13454,Design: Pendant of the Agate Shield,29.71,22.2825
13455,Design: Heavy Iron Knuckles,31.56,23.67
13456,Design: Blazing Citrine Ring,32.44,24.33
13457,Design: Jade Pendant of Blasting,4.89,3.6675
13458,Design: The Jade Eye,29.8,22.35
13459,Design: Citrine Pendant of Golden Healing,16.33,12.2475
13460,Recruit's Shortsword,95.2,71.4
13461,Apprentice's Staff,158.67,119.0025
13462,Warder's Axe,51.5,38.625
13463,Warder's Shortbow,470,352.5
13464,Neophyte's Mace,34.8,26.1
13465,Sharp Dagger,2.2,1.65
13466,Acolyte's Dagger,86,64.5
13467,Recruit's Shield,58.86,44.145
13468,Light Cloth Shoes,12,9
13469,Light Cloth Pants,116,87
13470,Light Cloth Gloves,7.5,5.625
13471,Light Cloth Bracers,94.6,70.95
13472,Light Cloth Belt,48.4,36.3
13473,Light Cloth Armor,28,21
13474,Daylight Cloak,26,19.5
13475,Sunrise Bracers,18.86,14.145
13476,Lynxskin Gloves,112,84
13477,Green Chain Vest,13.6,10.2
13478,Well Watcher Gloves,9.63,7.2225
13479,Sunspire Cord,55.67,41.7525
13480,Green Chain Boots,52.88,39.66
13481,Wyrm Sash,24.63,18.4725
13482,Green Chain Gauntlets,1.8,1.35
13483,Vigorous Bracers,62.86,47.145
13484,Striding Pants,59,44.25
13485,Dirge's Kickin' Chimaerok Chops,127,95.25
13486,Chimaerok Tenderloin,286,214.5
13487,Recipe: Dirge's Kickin' Chimaerok Chops,18.89,14.1675
13488,Lakmaeran's Carcass,384,288
13489,500 Pound Chicken,145.5,109.125
13490,Ransom Letter,81.25,60.9375
13491,Darnassus Kimchi Pie,22.13,16.5975
13492,Cabbage Kimchi,29.6,22.2
13493,Meridith's Love Letter,288,216
13494,Radish Kimchi,100.5,75.375
13495,Crude Map,4.57,3.4275
13496,Hardpacked Snowball,141.67,106.2525
13497,Narain's Turban,14.4,10.8
13498,Narain's Robe,3.8,2.85
13499,Bag of Gold,20.5,15.375
13500,Narain's Special Kit,42.88,32.16
13501,Mysterious Envelope,1.2,0.9
13502,Raw Sagefish,36.75,27.5625
13503,Smoked Sagefish,223,167.25
13504,Recipe: Smoked Sagefish,74.33,55.7475
13505,Coin of Ancestry,128,96
13506,Draconic for Dummies,33.1,24.825
13507,Draconic for Dummies,110,82.5
13508,Draconic for Dummies,11.29,8.4675
13509,Draconic for Dummies,43.8,32.85
13510,Draconic for Dummies,29.86,22.395
13511,Draconic for Dummies,26.5,19.875
13512,Draconic for Dummies,53.25,39.9375
13513,Draconic for Dummies,201.5,151.125
13514,Draconic For Dummies: Volume II,139,104.25
13515,Magical Book Binding,36,27
13516,Watertight Trunk,30.29,22.7175
13517,Rumsey Rum Dark,55,41.25
13518,Defiler's Talisman,39.67,29.7525
13519,Defiler's Talisman,95.8,71.85
13520,Talisman of Arathor,45.6,34.2
13521,Talisman of Arathor,71.67,53.7525
13522,Talisman of Arathor,60,45
13523,Defiler's Talisman,42,31.5
13524,Ahn'Qiraj Wand [PH],19,14.25
13525,Ahn'Qiraj Staff [PH],37.5,28.125
13526,Death's Sting,11.38,8.535
13527,Ahn'Qiraj Mace [PH],447,335.25
13528,Staff of the Qiraji Prophets,403,302.25
13529,Diary of Weavil,41.4,31.05
13530,Followup Combat Assignment,7,5.25
13531,Logistics Assignment,16.63,12.4725
13532,Followup Tactical Assignment,28.6,21.45
13533,Dark Edge of Insanity,15,11.25
13534,Arcanite Buoy,42.33,31.7475
13535,Blue Scepter Shard,73.33,54.9975
13536,Red Scepter Shard,43,32.25
13537,Green Scepter Shard,110.5,82.875
13538,Auction Stationery,111,83.25
13539,From the Desk of Lord Victor Nefarius,24,18
13540,Unsigned Field Duty Papers,65.5,49.125
13541,Demon Summoning Torch,21.75,16.3125
13542,Essence of Xandivious,23.17,17.3775
13543,Fragment of the Nightmare's Corruption,51.75,38.8125
13544,Fragment of the Nightmare's Corruption,17.38,13.035
13545,Fragment of the Nightmare's Corruption,14,10.5
13546,Fragment of the Nightmare's Corruption,6.4,4.8
13547,Iron Bound Trunk,61.57,46.1775
13548,Rumsey Rum Black Label,288,216
13549,The Nightmare's Corruption,20.89,15.6675
13550,Raw Greater Sagefish,49.67,37.2525
13551,Festival Dress,164.5,123.375
13552,Timbermaw Offering of Peace,50,37.5
13553,Scarab Bag,44.14,33.105
13554,Festive Green Dress,144.33,108.2475
13555,Hive'Zora Scout Report,30.56,22.92
13556,Hive'Zora Scout Orders,41.88,31.41
13557,Hive'Regal Scout Report,15.5,11.625
13558,Hive'Ashi Scout Report,40.78,30.585
13559,Bloated Oily Blackmouth,308,231
13560,Bloated Rockscale Cod,33.86,25.395
13561,Tactical Task Briefing VI,28.78,21.585
13562,Tactical Task Briefing VII,50.25,37.6875
13563,Tactical Task Briefing VIII,96,72
13564,Baby Shark,89.2,66.9
13565,Filled Festive Mug,32.43,24.3225
13566,Empty Festive Mug,138,103.5
13567,The Scepter of the Shifting Sands,49.43,37.0725
13568,Black Qiraji Resonating Crystal,73.2,54.9
13569,Gloves of Earthen Power,66,49.5
13570,Band of Earthen Wrath,48,36
13571,Earthstrike,124,93
13572,Grace of Earth,152.33,114.2475
13573,Band of Earthen Might,138.33,103.7475
13574,Earthpower Vest,57.86,43.395
13575,Deeprock Bracers,9,6.75
13576,Earthcalm Orb,4.5,3.375
13577,Rockfury Bracers,25.56,19.17
13578,Earthweave Cloak,8.67,6.5025
13579,Fist of Cenarius,36.7,27.525
13580,Might of Cenarius,67.17,50.3775
13581,Wrath of Cenarius,67.33,50.4975
13582,Carefully Wrapped Present,8.22,6.165
13583,Signet Ring of the Bronze Dragonflight,14,10.5
13584,Signet Ring of the Bronze Dragonflight,17.22,12.915
13585,Signet Ring of the Bronze Dragonflight,15.25,11.4375
13586,Signet Ring of the Bronze Dragonflight,49.5,37.125
13587,Signet Ring of the Bronze Dragonflight,98,73.5
13588,Signet Ring of the Bronze Dragonflight,23.33,17.4975
13589,Signet Ring of the Bronze Dragonflight,42.13,31.5975
13590,Signet Ring of the Bronze Dragonflight,47.1,35.325
13591,Signet Ring of the Bronze Dragonflight,35.78,26.835
13592,Signet Ring of the Bronze Dragonflight,4,3
13593,Signet Ring of the Bronze Dragonflight,63.33,47.4975
13594,Signet Ring of the Bronze Dragonflight,41.67,31.2525
13595,Signet Ring of the Bronze Dragonflight,22.2,16.65
13596,Signet Ring of the Bronze Dragonflight,165.33,123.9975
13597,Signet Ring of the Bronze Dragonflight,18.8,14.1
13598,Pouch of Reindeer Dust,107.5,80.625
13599,Fresh Holly,5.9,4.425
13600,Preserved Holly,6.33,4.7475
13601,Graccu's Mince Meat Fruitcake,70.6,52.95
13602,Smokywood Pastures Extra-Special Gift,22.25,16.6875
13603,Sagefish Delight,127,95.25
13604,Blue Qiraji Resonating Crystal,30.7,23.025
13605,Recipe: Sagefish Delight,52.88,39.66
13606,Head of Ossirian the Unscarred,16.8,12.6
13607,Eye of C'Thun,291,218.25
13608,Mithril Bound Trunk,157,117.75
13609,Qiraji Lord's Insignia,43.2,32.4
13610,Ancient Qiraji Artifact,34.56,25.92
13611,Imperial Qiraji Armaments,35,26.25
13612,Winter Veil Roast,24.5,18.375
13613,Imperial Qiraji Regalia,5.8,4.35
13614,Winter Veil Eggnog,115.5,86.625
13615,Blessed Qiraji War Axe,22,16.5
13616,Bloated Mightfish,214,160.5
13617,Blessed Qiraji Pugio,48.33,36.2475
13618,Tactical Task Briefing I,23.75,17.8125
13619,Combat Task Briefing IV,57.6,43.2
13620,Combat Task Briefing V,61,45.75
13621,Combat Task Briefing VI,65,48.75
13622,Combat Task Briefing VII,19,14.25
13623,Combat Task Briefing VIII,65.57,49.1775
13624,Combat Task Briefing IX,3.13,2.3475
13625,Winter Veil Cookie,28,21
13626,Combat Task Briefing X,38.5,28.875
13627,Combat Task Briefing XI,81.75,61.3125
13628,Logistics Task Briefing IV,36,27
13629,Logistics Task Briefing IV,22.7,17.025
13630,Logistics Task Briefing V,59.25,44.4375
13631,Logistics Task Briefing VI,25.89,19.4175
13632,Logistics Task Briefing VI,93.4,70.05
13633,Logistics Task Briefing VIII,14.6,10.95
13634,Logistics Task Briefing VII,36,27
13635,Logistics Task Briefing VII,12.57,9.4275
13636,Logistics Task Briefing IX,145.33,108.9975
13637,Logistics Assignment,39,29.25
13638,Toasting Goblet,31.4,23.55
13639,Blessed Qiraji War Hammer,98.33,73.7475
13640,Blessed Qiraji Bulwark,105.75,79.3125
13641,Gently Shaken Gift,47.5,35.625
13642,Gently Shaken Gift,35,26.25
13643,Blessed Qiraji Musket,45.7,34.275
13644,Blessed Qiraji Acolyte Staff,224,168
13645,Blessed Qiraji Augur Staff,167,125.25
13646,Tranquil Mechanical Yeti,11.5,8.625
13647,Stormshroud Gloves,35,26.25
13648,Green Helper Box,8,6
13649,Red Helper Box,50.67,38.0025
13650,Jingling Bell,70,52.5
13651,Snowman Kit,226,169.5
13652,Gaily Wrapped Present,21.44,16.08
13653,Earth Warder's Vest,25.8,19.35
13654,Belt of the Den Watcher,41,30.75
13655,Metzen's Letters and Notes,58,43.5
13656,Smokywood Satchel,164.5,123.375
13657,Leggings of the Ursa,6.86,5.145
13658,Helm of the Pathfinder,96,72
13659,Earth Warder's Gloves,125.5,94.125
13660,Gloves of the Pathfinder,46.78,35.085
13661,Vest of the Den Watcher,203.5,152.625
13662,Red Qiraji Resonating Crystal,28.4,21.3
13663,Ursa's Embrace,68,51
13664,Green Qiraji Resonating Crystal,13.63,10.2225
13665,Yellow Qiraji Resonating Crystal,24,18
13666,Mechanical Greench,18.3,13.725
13667,Defender of the Timbermaw,34.44,25.83
13668,Ticking Present,35.11,26.3325
13669,Wand of Holiday Cheer,69,51.75
13670,Conqueror's Crown,20.3,15.225
13671,Conqueror's Spaulders,9.6,7.2
13672,Conqueror's Breastplate,59,44.25
13673,Conqueror's Legguards,42,31.5
13674,Conqueror's Greaves,46.56,34.92
13675,Doomcaller's Robes,53.25,39.9375
13676,Doomcaller's Mantle,238.5,178.875
13677,Doomcaller's Trousers,91.33,68.4975
13678,Doomcaller's Circlet,219.5,164.625
13679,Doomcaller's Footwraps,5.63,4.2225
13680,Doomcaller's Handwraps [PH],141,105.75
13681,Soul Pouch,496,372
13682,Felcloth Bag,5.3,3.975
13683,Core Felcloth Bag,239,179.25
13684,Enigma Robes,77.75,58.3125
13685,Enigma Boots,154.5,115.875
13686,Enigma Shoulderpads,102,76.5
13687,Enigma Leggings,14.22,10.665
13688,Enigma Circlet,46,34.5
13689,Tiara of the Oracle,21.38,16.035
13690,Footwraps of the Oracle,36.8,27.6
13691,Mantle of the Oracle,38.2,28.65
13692,Vestments of the Oracle,272,204
13693,Trousers of the Oracle,314,235.5
13694,Genesis Helm,43,32.25
13695,Genesis Shoulderpads,149,111.75
13696,Genesis Boots,11.5,8.625
13697,Genesis Trousers,21.8,16.35
13698,Genesis Vest,11.2,8.4
13699,Pattern: Soul Pouch,27.71,20.7825
13700,Deathdealer's Boots,29.67,22.2525
13701,Deathdealer's Helm,26.13,19.5975
13702,Deathdealer's Spaulders,238.5,178.875
13703,Deathdealer's Leggings,23.5,17.625
13704,Festive Gift,157,117.75
13705,Deathdealer's Vest,412,309
13706,Striker's Footguards,9.75,7.3125
13707,Striker's Diadem,13.33,9.9975
13708,Striker's Pauldrons,89.75,67.3125
13709,Striker's Leggings,55.4,41.55
13710,Pattern: Felcloth Bag,29,21.75
13711,Striker's Hauberk,25.57,19.1775
13712,Pattern: Core Felcloth Bag,46.9,35.175
13713,Stormcaller's Diadem,40,30
13714,Stormcaller's Footguards,52.88,39.66
13715,Stormcaller's Hauberk,44,33
13716,Stormcaller's Leggings,90.2,67.65
13717,Stormcaller's Pauldrons,67.83,50.8725
13718,Deadwood Headdress Feather,16.25,12.1875
13719,Logistics Task Briefing I,40,30
13720,Logistics Task Briefing II,24,18
13721,Logistics Task Briefing III,75.25,56.4375
13722,Logistics Task Briefing IX,40.5,30.375
13723,Logistics Task Briefing V,117,87.75
13724,Winterfall Spirit Beads,18.5,13.875
13725,Logistics Task Briefing VIII,14.9,11.175
13726,Logistics Task Briefing X,54.11,40.5825
13727,Followup Logistics Assignment,222,166.5
13728,Avenger's Crown,18.6,13.95
13729,Avenger's Greaves,23.2,17.4
13730,Avenger's Breastplate,55.22,41.415
13731,Avenger's Legguards,11.56,8.67
13732,Avenger's Pauldrons,76.33,57.2475
13733,Sickle of Unyielding Strength,8.75,6.5625
13734,Signet of Unyielding Strength,21.6,16.2
13735,Drape of Unyielding Strength,63.57,47.6775
13736,Blade of Eternal Justice,38.13,28.5975
13737,Ring of Eternal Justice,0.5,0.375
13738,Cape of Eternal Justice,483,362.25
13739,Hammer of the Gathering Storm,76.6,57.45
13740,Ring of the Gathering Storm,72.25,54.1875
13741,Cloak of the Gathering Storm,222.5,166.875
13742,Scythe of the Unseen Path,10,7.5
13743,Signet of the Unseen Path,35.29,26.4675
13744,Cloak of the Unseen Path,34.17,25.6275
13745,Dagger of Veiled Shadows,27.25,20.4375
13746,Band of Veiled Shadows,28.29,21.2175
13747,Cloak of Veiled Shadows,30.6,22.95
13748,Mace of Unending Life,4.14,3.105
13749,Band of Unending Life,53.78,40.335
13750,Cloak of Unending Life,20.9,15.675
13751,Gavel of Infinite Wisdom,81.5,61.125
13752,Ring of Infinite Wisdom,9.89,7.4175
13753,Shroud of Infinite Wisdom,96,72
13754,Blade of Vaulted Secrets,266,199.5
13755,Band of Vaulted Secrets,69.25,51.9375
13756,Drape of Vaulted Secrets,134.5,100.875
13757,Kris of Unspoken Names,299,224.25
13758,Ring of Unspoken Names,10.67,8.0025
13759,Shroud of Unspoken Names,121.33,90.9975
13760,Alliance Commendation Signet,57.67,43.2525
13761,Horde Commendation Signet,15.78,11.835
13762,AHNQIRAJ TEST ITEM D PLATE BOOTS,73.17,54.8775
13763,Staff of the Ruins,18.5,13.875
13764,Mantle of the Horusath,103,77.25
13765,Runic Stone Shoulders,29.83,22.3725
13766,Southwind Helm,66.17,49.6275
13767,Sandstorm Cloak,55.75,41.8125
13768,Bracers of Brutality,16.3,12.225
13769,Gauntlets of New Life,30.5,22.875
13770,Crossbow of Imminent Doom,295,221.25
13771,Helm of Domination,14,10.5
13772,Leggings of the Black Blizzard,4.5,3.375
13773,Gloves of Dark Wisdom,186,139.5
13774,Ossirian's Binding,57.4,43.05
13775,Shackles of the Unscarred,121,90.75
13776,Stinger of Ayamiss,191.5,143.625
13777,Thick Silithid Chestguard,5,3.75
13778,Mantle of Maz'Nadir,161.33,120.9975
13779,Gauntlets of Southwind,39.17,29.3775
13780,Cloak of the Savior,30.4,22.8
13781,Talon of Furious Concentration,242,181.5
13782,Dustwind Turban,28,21
13783,Eye of Moam,239,179.25
13784,Chitinous Shoulderguards,199,149.25
13785,Legplates of the Destroyer,21.7,16.275
13786,Obsidian Scaled Leggings,83.6,62.7
13787,Ring of Fury,277,207.75
13788,Bow of Taut Sinew,16.29,12.2175
13789,Gauntlets of the Immovable,17,12.75
13790,Scaled Silithid Gauntlets,221,165.75
13791,Boots of the Desert Protector,64,48
13792,Boots of the Fiery Sands,35,26.25
13793,Ring of the Desert Winds,30.25,22.6875
13794,Helm of Regrowth,41,30.75
13795,Buru's Skull Fragment,339,254.25
13796,Gloves of the Swarm,8.71,6.5325
13797,Slimy Scaled Gauntlets,41,30.75
13798,Fetish of Chitinous Spikes,139,104.25
